Name
A. Lane
Nathaniel Eaton
Nathaniel Fiennes
Nathaniel Foy
Nathaniel Giles
Nathaniel Gould
Nathaniel Hardy
Nathaniel Henshaw
Nathaniel Herne
Nathaniel Highmore
Nathaniel Hodges
Nathaniel Holmes
Nathaniel Homes
Nathaniel Hooke
Nathaniel Ingelo
Nathaniel Lancaster
Nathaniel Lardner
Nathaniel Lee
Nathaniel Marie
Nathaniel Markwick
Nathaniel Markwith
Nathaniel Marshall
Nathaniel Mather
Nathaniel Mist
Nathaniel Napier
Nathaniel North
Nathaniel Nye
Nathaniel Parkhurst
Nathaniel Parr
Nathaniel Pigott
Nathaniel Ponder
Nathaniel Powell
Nathaniel Powle
Nathaniel Resbury
Nathaniel Rich
Nathaniel Rogers
Nathaniel Shute
Nathaniel Southwell
Nathaniel Spinckes
Nathaniel Stephens
Nathaniel Sterry
Nathaniel Taylor
Nathaniel Thach
Nathaniel Thompson
Nathaniel Torporley
Nathaniel Tovey
Nathaniel Vincent
Nathaniel Wade
Nathaniel Wanley
Nathaniel Ward
Nathaniel Waterhouse
Nathaniel Whiting
Nazaret Newton
Ned Ward
Nehemiah Bourne
Nehemiah Champion
Nehemiah Daniel
Nehemiah Donellan
Nehemiah Grew
Nehemiah Rogers
Nehemiah Wallington
Nehemiah Wharton
Neil Campbell
Neil Campbell of Ardmaddie
Neil MacLeod
Neil Macleod of Assynt
Neil of Ardmaddie
Neil of Assynt
Neil O'Neill
Nell Gwyn
Nell Gwynne
Nial O'Glacan
Niall Garbh
Niall Garbh O'Donnell
Niall MacMhuirich
Niall O'Neill
Nicaise Le F_vre
Nicaise Le Fevre
Nicasius Le F_vre
Nicholaes Corneliszoon
Nicholaes Corneliszoon Witsen
Nicholas Amhurst
Nicholas Armorer
Nicholas Arnold
Nicholas Bacon
Nicholas Bagenal
Nicholas Barbon
Nicholas Barham
Nicholas Barnard
Nicholas Barnewall
Nicholas Bernard
Nicholas Billingsley
Nicholas Blundell
Nicholas Bond
Nicholas Boson
Nicholas Bourbon
Nicholas Bourne
Nicholas Bownd
Nicholas Bradshaw
Nicholas Brady
Nicholas Breton
Nicholas Brigham
Nicholas Briot
Nicholas Britton
Nicholas Bullingham
Nicholas Burwell
Nicholas Byfield
Nicholas Byron
Nicholas Carew
Nicholas Carles
Nicholas Carr
Nicholas Carvell
Nicholas Charles
Nicholas Clagett
Nicholas Comerford
Nicholas Crane
Nicholas Crisp
Nicholas Cross
Nicholas Culpeper
Nicholas Culverwell
Nicholas Curwen
Nicholas Darton
Nicholas de Burgo
Nicholas Dixon
Nicholas Dorigny
Nicholas Downton
Nicholas Faunt
Nicholas Fazakerley
Nicholas Felton
Nicholas Ferrar
Nicholas Fiske
Nicholas Fitzherbert
Nicholas Floyd
Nicholas Fortescue
Nicholas French
Nicholas Fuller
Nicholas Gibbens
Nicholas Gibbon
Nicholas Grey
Nicholas Grimald
Nicholas Haddock
Nicholas Halse
Nicholas Hardinge
Nicholas Hare
Nicholas Harpsfield
Nicholas Harvey
Nicholas Hawkins
Nicholas Hawksmoor
Nicholas Heath
Nicholas Herrick
Nicholas Hill
Nicholas Hilliard
Nicholas Hookes
Nicholas Horsman
Nicholas Hunt
Nicholas Hyde
Nicholas Johnson
Nicholas Kemeys
Nicholas Kervile
Nicholas Knollys
Nicholas Kratzer
Nicholas Lanier
Nicholas Leate
Nicholas Lechmere
Nicholas Lesse
Nicholas Lestrange
Nicholas L'Estrange
Nicholas Leveson
Nicholas Ling
Nicholas Lisle
Nicholas Lloyd
Nicholas Lockyer
Nicholas Love
Nicholas Ludford
Nicholas Magens
Nicholas Maguire
Nicholas Malby
Nicholas Mann
Nicholas Metcalfe
Nicholas Monck
Nicholas Morton
Nicholas Mosley
Nicholas Murford
Nicholas Netterville
Nicholas Nugent
Nicholas Okes
Nicholas Oldisworth
Nicholas Oudart
Nicholas Owen
Nicholas Parker
Nicholas Pelham
Nicholas Plunket
Nicholas Plunkett
Nicholas Poyntz
Nicholas Pynnar
Nicholas Quemerford
Nicholas Rainton
Nicholas Ridley
Nicholas Robinson
Nicholas Roscarrock
Nicholas Rowe
Nicholas Sander
Nicholas Sanders
Nicholas Saunderson
Nicholas Shaxton
Nicholas Shepherd
Nicholas Sheppard
Nicholas Slanning
Nicholas St Lawrence
Nicholas Staggins
Nicholas Stone
Nicholas Stratford
Nicholas Taaffe
Nicholas Tempest
Nicholas Thorne
Nicholas Throckmorton
Nicholas Tindal
Nicholas Tooley
Nicholas Trott
Nicholas Udall
Nicholas Upton
Nicholas Vaux
Nicholas Vaux Baron Vaux
Nicholas Wadham
Nicholas Walsh
Nicholas West
Nicholas White
Nicholas Wilkinson
Nicholas Wilson
Nicholas Wogan
Nicholas Wotton
Nicholas Yevedale
Nicholas Yonge
Nicol Burne
Nicola Francesco
Nicola Francesco Haym
Nicola Matteis
Nicolas Baudouin
Nicolas Denisot
Nicolas des
Nicolas des Gallars
Nicolas Hill
Nicolas Le F_vre
Nicolaus Kratzer
Nicolaus Mercator
Ninian Winzet
Noah Biggs
Noah Bridges
Noel Broxholme
Noel de Caron
Norman Leslie
Norman Macleod
Norman Macleod of Berneray
Norman of Berneray
Norton Knatchbull
Nun of Kent
Nutaaq
Obadiah Grew
Obadiah Howe
Obadiah Hughes
Obadiah Sedgwick
Obadiah Walker
Octavia Walsh
Ofspring Blackall
Old Pretender
Olive Sharington
Oliver Carter
Oliver Cromwell
Oliver Fleming
Oliver Heywood
Oliver Hill
Oliver King
Oliver Lambart
Oliver Lambert
Oliver Ormerod
Oliver Pigg
Oliver Plunket
Oliver Sinclair
Oliver St John
Oliver Thomas
Oliver Wallop
Olivia Boteler
Olivia Boteler Porter
Olivia Porter
Onesiphorus Tyndall
Opechancanough
Orazio Busino
Orazio Gentileschi
Orlando Bridgeman
Orlando Gibbons
Osbert Parsley
Oswald Tesimond
Othowell Meverell
Owen Cox
Owen Felltham
Owen Gruffydd
Owen Gwyn
Owen Hopton
Owen Lewis
Owen MacSwinny
Owen MacSwiny
Owen McEgan
Owen McSwiny
Owen O'Connolly
Owen Oglethorpe
Owen Owen
Owen Owens
Owen Price
Owen Roe
Owen Roe O'Neill
Owen Rowe
Owen Stockton
Owen Swiney
Owen Swiny
Owen Wynn
Owny MacRory
Owny MacRory O'More
Pacificus Baker
Padraig Mac Giolla Fhiondain
Padraigin Haicead
Palmes Fairborne
Paolo Antonio
Paolo Antonio Rolli
Parliament Joan
Pasqua Rosee
Patience Ward
Patricius Curwen
Patrick Abercromby
Patrick Adair
Patrick Adamson
Patrick Anderson
Patrick Barnewall
Patrick Bermingham
Patrick Blair
Patrick Cary
Patrick Cockburn
Patrick Constantine
Patrick Copland
Patrick Culin
Patrick Cuming
Patrick Cuming of Relugas
Patrick Darcy
Patrick Delany
Patrick Dun
Patrick Dunbar
Patrick Dune
Patrick Dunne
Patrick Finglas
Patrick Fitzmaurice
Patrick Forbes
Patrick Forbes of Corse
Patrick Galloway
Patrick Gillespie
Patrick Gordon
Patrick Grant
Patrick Gray
Patrick Haldane
Patrick Hamilton
Patrick Hannay
Patrick Hepburn
Patrick Hume
Patrick Hume of Polwarth
Patrick Junius
Patrick Ker
Patrick Lamb
Patrick Lindsay
Patrick Lyon
Patrick Maclean
Patrick Maule
Patrick Middleton
Patrick Mor MacCrimmon
Patrick Neill
Patrick O'Cullen
Patrick of Boyne
Patrick of Corse
Patrick of Polwarth
Patrick of Relugas
Patrick Og MacCrimmon
Patrick Ogilvie
Patrick Ogilvy
Patrick Ogilvy of Boyne
Patrick O'Healy
Patrick O'Hely
Patrick Panter
Patrick Plunket
Patrick Russell
Patrick Ruthven
Patrick Sarsfield
Patrick Sarsfield Earl of Lucan
Patrick Scot
Patrick Scougal
Patrick Scougall
Patrick Sharp
Patrick Simson
Patrick Stewart
Patrick Vaus
Patrick Young
Paul Amyraut
Paul Barillon d'Amoncourt
Paul Baynes
Paul Bayning
Paul Best
Paul Bowes
Paul Buissiere
Paul Buissi�re
Paul Bush
Paul Bussi�re
Paul Colomies
Paul Daniel
Paul Daniel Crespin
Paul de Rapin
Paul de Rapin de Thoyras
Paul Delaune
Paul Dudley
Paul Fagius
Paul Foley
Paul Fourdrinier
Paul Green
Paul Harris
Paul Hentzner
Paul Hobson
Paul Ive
Paul Jacques de Lamerie
Paul King
Paul Knell
Paul Lorrain
Paul Mascarene
Paul Methuen
Paul Methven
Paul Micklethwaite
Paul Neile
Paul Pindar
Paul Rycaut
Paul Sherlock
Paul Somer
Paul van Somer
Paul Wentworth
Paulina Jackson
Paulina Pepys
Pauwels van Somer
Payne Fisher
Peeter Scheemakers
Peg Hughes
Peirce Dod
Pelham Humfrey
Penelope Aubin
Penelope Darcy
Penelope Devereux
Penelope Perrott
Penelope Rich
Peniston Booth
Percival Wiburn
Percival Willoughby
Percivall Willoughby
Percivall Willughby
Percy Herbert
Percy Kirke
Peregrine Bertie
Peregrine Bertie Baron Willoughby de Eresby
Peregrine Osborne
Peregrine Pelham
Peregrine Philips
Perry Mayne
Peter Allibond
Peter Allix
Peter Annet
Peter Anthony
Peter Anthony Motteux
Peter Aram
Peter Ashton
Peter Bales
Peter Ball
Peter Baro
Peter Barwick
Peter Baude
Peter Bawd
Peter Bawood
Peter Beckford
Peter Berchet
Peter Beverley
Peter Biddulph
Peter Birch
Peter Blackburn
Peter Blundell
Peter Bressan
Peter Browne
Peter Bulkeley
Peter Carder
Peter Carew
Peter Casteels
Peter Chamberlen
Peter Cole
Peter Collinson
Peter Courtauld
Peter Courten
Peter Creagh
Peter Cross
Peter Dent
Peter Drelincourt
Peter Du Moulin
Peter Edgcumbe
Peter Faneuil
Peter Fitton
Peter Folger
Peter Foulkes
Peter Frecheville
Peter Gaspar Scheemakers
Peter Gooden
Peter Gunning
Peter Hausted
Peter Hay
Peter Hay of Megginch
Peter Henry
Peter Henry Bruce
Peter Heylin
Peter Heylyn
Peter Heyman
Peter Ince
Peter Joye
Peter King
Peter Lacy
Peter Le Neve
Peter Legh
Peter Lely
Peter Levens
Peter Levins
Peter Leycester
Peter Lilly
Peter Lily
Peter Lombard
Peter Lowe
Peter Manby
Peter Manwood
Peter Martyr Vermigli
Peter Mews
Peter Mewtas
Peter Mills
Peter Moffet
Peter Monamy
Peter Moone
Peter Morris
Peter Morwen
Peter Mundy
Peter Mutton
Peter Needham
Peter Nobys
Peter of Megginch
Peter of Pilton
Peter Oliver
Peter Osborne
Peter Paul
Peter Paul Rubens
Peter Pett
Peter Phesant
Peter Philips
Peter Rae
Peter Rollock
Peter Rollock of Pilton
Peter Rycaut
Peter Samwaies
Peter Samways
Peter Scheemakers
Peter Shaw
Peter Smalle
Peter Smart
Peter Stahl
Peter Stent
Peter Sterry
Peter Street
Peter Studley
Peter Symonds
Peter Talbot
Peter Temple
Peter Thacher
Peter Thatcher
Peter Thompson
Peter Tillemans
Peter Treveris
Peter Turner
Peter Vanderbank
Peter Vandrebanc
Peter Vanlore
Peter Vannes
Peter Wadding
Peter Walkden
Peter Walsh
Peter Warburton
Peter Wedderburn
Peter Wentworth
Peter White
Peter Whitehorne
Peter Whithorne
Peter Woodhouse
Peter Wyche
Peter Wynne
Peter Young
Petronella Samyne
Petronilla Melusina Stanhope
Petronilla Melusina von der Schulenburg
Petruccio Ubaldini
Peyton Ventris
Phanuel Bacon
Philadelphia Carey
Philemon Holland
Philibert Herwarth
Philip ap Rhys
Philip Ayres
Philip Bacon
Philip Baker
Philip Barrow
Philip Bearcroft
Philip Bell
Philip Bisse
Philip Bouquet
Philip Bragg
Philip Burlamachi
Philip de Carteret
Philip Dumaresq
Philip Egerton
Philip Ellis
Philip Evans
Philip Falle
Philip Ferdinand
Philip Fisher
Philip Flattisbury
Philip Foley
Philip Frowde
Philip Gawdy
Philip Gibbs
Philip Goodwin
Philip Hapsburg
Philip Hapsburg II
Philip Henry
Philip Henslowe
Philip Herbert
Philip Herbert 4th Earl of Pembroke and 1st Earl of Montgomery
Philip Hoby
Philip Honywood
Philip Horneck
Philip Howard
Philip Hunton
Philip II
Philip James
Philip James Wharton
Philip Jermyn
Philip Jones
Philip Kinder
Philip Ludwell
Philip Macbrady
Philip Mainwaring
Philip Massinger
Philip Mercier
Philip Miller
Philip Monckton
Philip Morant
Philip Musgrave
Philip Nichols
Philip Nicolls
Philip Nye
Philip O'Sullivan Beare
Philip Overton
Philip Papillon
Philip Parsons
Philip Perceval
Philip Pugh
Philip Roettier
Philip Roettiers
Philip Rosseter
Philip Ryley
Philip Sidney
Philip Skippon
Philip Southcote
Philip Stanhope
Philip Stapleton
Philip Stubbs
Philip Trenchard
Philip van Wilder
Philip Vincent
Philip Warwick
Philip Wharton
Philip Yorke
Philipp Adolf von Munchhausen
Philippa Bassett
Philippa Bourchier
Philippa Brooke
Philippa Brulet
Philippa Fitzwilliam
Philippa Flower
Philippa Guildford
Philippa Rosewell
Philippa Trappes
Philippa Walton
Philippa Wilford
Philippa Yorke
Philippe de Carteret
Philippe Dumaresq
Philippe Le Geyt
Philippe Maret
Philippe Mercier
Phillip McHugh
Phillip McHugh O'Reilly
Philppa Basset
Phineas Bowles
Phineas Fletcher
Phineas Fowke
Phineas Pett
Phylip Sion Phylip
Piaras Feiritear
Pierce Tempest
Pierfrancesco Scarampi
Pierre Alexandre
Pierre Allix
Pierre Berchet
Pierre Coste
Pierre D'Assigny
Pierre Des Maizeaux
Pierre Drelincourt
Pierre Du Moulin
Pierre Loiseleur
Pierre Lombart
Pierre Oliver
Pierre-Denis Plumier
Pierre-Esprit Radisson
Pierre-Francois Le Courayer
Piers Butler
Piers Butler Earl of Ossory
Piers Creagh
Piers Griffith
Pieter Angellis
Pieter Borsselaer
Pieter Bustler
Pieter Casteels
Pieter Delenus
Pieter van Roestraeten
Pietro Bizari
Pietro Bizzarri
Pietro Carmeliano
Pietro Carmigliano
Pietro Castrucci
Pietro Martire
Pietro Martire Vermigli
Pietro Torrigiani
Pietro Torrigiano
Pocahontas
Polydore Vergil
Pontack
Powhatan
Praisegod Barbon
Praisegod Barebone
Prince Arthur
Prince Arthur Tudor
Prince Ernest Augustus
Prince George
Prince George of Denmark
Prince Giolo
Prince Henry
Prince Henry Frederick
Prince Henry Frederick Stuart
Prince Henry Stuart
Prince Henry Stuart Duke of Gloucester
Prince Maurice
Prince Maurice of the Rhine
Prince Rupert
Prince Rupert of the Rhine
Prince Stuart
Prince Tudor
Prince William
Princess Anne
Princess Anne of England
Princess Anne Stuart
Princess Anne Stuart of England
Princess Elizabeth
Princess Elizabeth Princess Palatine of Bohemia
Princess Elizabeth Stuart
Princess Henrietta
Princess Henrietta Anne
Princess Henrietta Anne Stuart
Princess Henrietta Anne Stuart Duchess of Orleans
Princess Mary
Princess Mary of England
Princess Mary Stuart
Princess Mary Stuart of England
Princess Royal
Princess Stuart
Princess Stuart of England
Prosper Henricus
Prosper Henricus Lankrink
Protector Cromwell
Protector Oliver Cromwell
Protector Somerset
Prudentia Deacon
Pudentiana Deacon
Queen Anne
Queen Anne Boleyn
Queen Anne of Cleves
Queen Anne of Denmark
Queen Anne Stuart
Queen Boleyn
Queen Caroline
Queen Caroline of Ansbach
Queen Catherine
Queen Catherine Hapsburg of Aragon
Queen Catherine Howard
Queen Catherine of Aragon
Queen Catherine of Braganza
Queen Elizabeth
Queen Elizabeth I
Queen Elizabeth of York
Queen Elizabeth Plantagenet
Queen Elizabeth Plantagenet of York
Queen Elizabeth Stuart
Queen Elizabeth Tudor
Queen Elizabeth Tudor I
Queen Hapsburg
Queen Hapsburg of Aragon
Queen Henrietta Maria
Queen Howard
Queen Jane
Queen Jane Seymour
Queen Katherine
Queen Katherine Hapsburg
Queen Katherine Hapsburg of Aragon
Queen Katherine of Aragon
Queen Katherine Parr
Queen Madeleine
Queen Madeleine of Valois
Queen Margaret
Queen Margaret of England
Queen Margaret Tudor
Queen Margaret Tudor of England
Queen Marie
Queen Marie de Medici
Queen Marie of Guise
Queen Mary
Queen Mary I
Queen Mary II
Queen Mary of England
Queen Mary of Guise
Queen Mary of Modena
Queen Mary of Scots
Queen Mary Stuart
Queen Mary Stuart II
Queen Mary Tudor
Queen Mary Tudor I
Queen Mary Tudor of England
Queen Parr
Queen Plantagenet
Queen Plantagenet of York
Queen Seymour
Queen Stuart
Queen Stuart II
Queen Tudor
Queen Tudor I
Queen Tudor of England
Quintin Kennedy
Rachael Fane
Rachel Cheislie
Rachel Chiesley
Rachel da Costa
Rachel Erskine
Rachel Jevon
Rachel Mendes
Rachel Pinney
Rachel Procter
Rachel Russell
Rachel Speght
Rachel Vaughan
Rachel Wriothesley
Radulph Agas
Ralph Agas
Ralph Allen
Ralph Austen
Ralph Babthorpe
Ralph Barlow
Ralph Bathurst
Ralph Battell
Ralph Baynes
Ralph Bohun
Ralph Bowes
Ralph Bowes of Streatlam
Ralph Brideoake
Ralph Brooke
Ralph Brookesmouth
Ralph Brownrigg
Ralph Buckland
Ralph Burton
Ralph Button
Ralph Clare
Ralph Cole
Ralph Crane
Ralph Crew
Ralph Crewe
Ralph Cromwell
Ralph Cudworth
Ralph Dallam
Ralph Delaval
Ralph Delavall
Ralph Dutton
Ralph Egerton
Ralph Ellerker
Ralph Emerson
Ralph Emerson SJ
Ralph Erskine
Ralph Eure
Ralph Eure Baron Eure
Ralph Fane
Ralph Fitch
Ralph Freeman
Ralph Gore
Ralph Gosling
Ralph Greatorex
Ralph Hogge
Ralph Hopton
Ralph Horsey
Ralph Howard
Ralph Johnson
Ralph Josselin
Ralph Kettell
Ralph Knevet
Ralph Knight
Ralph Lane
Ralph Lever
Ralph Maddison
Ralph Montagu
Ralph Morice
Ralph Newbery
Ralph of Streatlam
Ralph Radcliffe
Ralph Robinson
Ralph Rokeby
Ralph Rowlett
Ralph Sadler
Ralph Sheldon
Ralph Sherwin
Ralph Starkey
Ralph Thoresby
Ralph Treswell
Ralph Venning
Ralph Verney
Ralph Wallis
Ralph Warren
Ralph Weldon
Ralph Widdrington
Ralph Winterton
Ralph Winwood
Ralph Wrenn
Randal MacDonnell
Randall Crew
Randall Crewe
Randall Gilpin
Randall Hurlestone
Randall Mainwaring
Randle Cotgrave
Randle Holme
Randolph Crew
Randolph Crewe
Randolph Gilpin
Randolph Jewett
Raphael Holinshed
Raphael Hollingshead
Raphael Pearce
Raphael Thorius
Rawly
Rebecca Allen
Rebecca Brett
Rebecca Chamber
Rebecca Edwards
Rebecca Marshall
Rebecca Nurse
Rebecca Rolfe
Rebecca Taylor
Rebecca Travers
Rebecca Winche
Red Hugh O'Donnell
Red Piers
Redmond Caron
Redmond O'Hanlon
Regent Moray
Reginald Bainbrigg
Reginald Bray
Reginald Pole
Reginald Scot
Reginald Scott
Reginald Wolfe
Remigius Leemput
Remigius van Leemput
Remy van Leemput
Renée Rallay
Renatus Harris
Rene Harris
Renold Elstrack
Renold Elstracke
Rev Joseph Rowlandson
Rev Joseph Rowlandson Reverend
Reyner Wolfe
Reynold Bray
Reynold Corbet
Reynold Wolfe
Rhisiart Phylip
Rhoda Hussey
Rhosier Smyth
Rhys ap Gruffudd
Rhys ap Thomas
Rhys Evans
Rhys Prichard
Rice Boye
Rice Bush
Rice Evans
Rice Jones
Rice Mansel
Rice Merrick
Rice Prichard
Rice Vaughan
Richard Adams
Richard Alleine
Richard Allestree
Richard Allibone
Richard Alvey
Richard Ames
Richard Andrews
Richard Annesley
Richard Archdekin
Richard Argall
Richard Argentine
Richard Arnold
Richard Arundel
Richard Arundell
Richard Astry
Richard Atkins
Richard Atkyns
Richard Ayleward
Richard Badiley
Richard Bagot
Richard Baker
Richard Baldwin
Richard Bancroft
Richard Banister
Richard Banks
Richard Bannatyne
Richard Bardney
Richard Barnes
Richard Barnfield
Richard Barret
Richard Bartlot
Richard Barton
Richard Barwis
Richard Baty
Richard Baxter
Richard Bayfield
Richard Baylie
Richard Beach
Richard Becon
Richard Beeard
Richard Bellasis
Richard Bellew
Richard Bellewe
Richard Bellingham
Richard Bellings
Richard Benese
Richard Bentley
Richard Berde
Richard Bere
Richard Bernard
Richard Bertie
Richard Bingham
Richard Bird
Richard Biscoe
Richard Blackburne
Richard Blackerby
Richard Blackmore
Richard Blome
Richard Blount
Richard Bolton
Richard Bonner
Richard Bonython
Richard Boreman
Richard Boulton
Richard Boyle
Richard Bradley
Richard Bradshaigh
Richard Bradshaw
Richard Brady
Richard Brandon
Richard Brathwaite
Richard Bridge
Richard Bridges
Richard Brind
Richard Bristow
Richard Brocklesby
Richard Broke
Richard Brome
Richard Brooke
Richard Broughton
Richard Browne
Richard Brownlow
Richard Bruarne
Richard Bruerne
Richard Bulkeley
Richard Bullein
Richard Bulstrode
Richard Bundy
Richard Bundy-Francklin
Richard Burbadge
Richard Burbage
Richard Burke
Richard Burthogge
Richard Busby
Richard Butler
Richard Byfield
Richard Caldwall
Richard Calle
Richard Cameron
Richard Cantillon
Richard Capel
Richard Carew
Richard Carlton
Richard Carpenter
Richard Carr
Richard Carter
Richard Castle
Richard Cavendish
Richard Challoner
Richard Chaloner
Richard Chambers
Richard Chancellor
Richard Cheyney
Richard Chiswell
Richard Chiswell the elder
